ID,Inches,Price,ram_gb,weight_kg,touchscreen,ips_panel,cpu_ghz,cpu_gen,ssd_gb,hdd_gb,flash_gb,gpu_tier,ppi,total_storage_gb,has_ssd,has_hdd,has_dedicated_gpu,cpu_tier_score,ram_log2,log_price,Company_Acer,Company_Apple,Company_Asus,Company_Chuwi,Company_Dell,Company_Fujitsu,Company_Google,Company_HP,Company_Huawei,Company_LG,Company_Lenovo,Company_MSI,Company_Mediacom,Company_Microsoft,Company_Razer,Company_Samsung,Company_Toshiba,Company_Vero,Company_Xiaomi,TypeName_2 in 1 Convertible,TypeName_Gaming,TypeName_Netbook,TypeName_Notebook,TypeName_Ultrabook,TypeName_Workstation,cpu_brand_AMD,cpu_brand_Intel,cpu_brand_Other,cpu_tier_Atom,cpu_tier_Celeron,cpu_tier_Other,cpu_tier_Pentium,cpu_tier_Ryzen,cpu_tier_Xeon,cpu_tier_i3,cpu_tier_i5,cpu_tier_i7,gpu_brand_AMD,gpu_brand_Intel,gpu_brand_Nvidia,os_Linux,os_NoOS,os_Win10,os_WinOther,os_macOS
0,13.3,71378.6832,8,1.37,0,1,2.3,0,128,0,0,0,226.98300468106115,128,1,0,0,5,3.0,11.175768558816314,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,13.3,47895.5232,8,1.34,0,0,1.8,0,0,0,128,0,127.67794013309688,128,0,0,0,5,3.0,10.776798196213472,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
2,15.6,30636.0,8,1.86,0,0,2.5,7,256,0,0,0,141.21199808219862,256,1,0,0,5,3.0,10.329963707833757,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
3,15.4,135195.33599999998,16,1.83,0,1,2.7,0,512,0,0,1,220.53462386625827,512,1,0,1,6,4.0,11.814483341632057,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
4,13.3,96095.808,8,1.37,0,1,3.1,0,256,0,0,0,226.98300468106115,256,1,0,0,5,3.0,11.473111379006117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
5,15.6,21312.0,4,2.1,0,0,2.5,0,0,500,0,1,100.45466986113651,500,0,1,1,3,2.0,9.967072494161238,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
6,15.4,114017.6016,16,2.04,0,1,2.2,0,0,0,256,0,220.53462386625827,256,0,0,0,6,4.0,11.644116885995366,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
7,13.3,61735.536,8,1.34,0,0,1.8,0,0,0,256,0,127.67794013309688,256,0,0,0,5,3.0,11.03063119023011,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
8,14.0,79653.59999999999,16,1.3,0,0,1.8,8,512,0,0,2,157.3505121487356,512,1,0,1,6,4.0,11.285455066338496,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
9,14.0,41025.6,8,1.6,0,1,1.6,8,256,0,0,0,157.3505121487356,256,1,0,0,5,3.0,10.621975915807171,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
10,15.6,20986.992,4,1.86,0,0,2.5,7,0,500,0,0,100.45466986113651,500,0,1,0,5,2.0,9.951705743636337,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
11,15.6,18381.0672,4,1.86,0,0,2.5,6,0,500,0,0,141.21199808219862,500,0,1,0,4,2.0,9.819130859661563,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
12,15.4,130001.6016,16,1.83,0,1,2.8,0,256,0,0,1,220.53462386625827,256,1,0,1,6,4.0,11.775309741545168,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
13,15.6,26581.392,4,2.2,0,0,2.5,6,256,0,0,1,141.21199808219862,256,1,0,1,4,2.0,10.188004320693702,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
14,12.0,67260.672,8,0.92,0,1,1.2,0,256,0,0,0,226.41554716935852,256,1,0,0,3,3.0,11.11634584374235,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
15,13.3,80908.344,8,1.37,0,1,2.3,0,256,0,0,0,226.98300468106115,256,1,0,0,5,3.0,11.301084596994947,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
16,15.6,39693.6,8,2.2,0,0,2.7,7,256,0,0,1,141.21199808219862,256,1,0,1,6,3.0,10.588970437272568,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
17,15.4,152274.24,16,1.83,0,1,2.9,0,512,0,0,1,220.53462386625827,512,1,0,1,6,4.0,11.933444951799322,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
18,15.6,26586.72,8,2.2,0,0,2.4,7,0,1024,0,1,141.21199808219862,1024,0,1,1,4,3.0,10.188204734039374,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
19,13.3,52161.12,8,1.22,1,1,1.6,8,128,0,0,0,165.6321180513006,128,1,0,0,5,3.0,10.862111839946362,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
20,11.6,10224.432,2,0.98,0,0,1.44,0,0,0,32,0,135.0942111925629,32,0,0,0,0,1.0,9.232633229407275,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
21,15.6,53226.72,8,2.5,0,1,2.5,7,128,1024,0,2,141.21199808219862,1152,1,1,1,5,3.0,10.882334592260529,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
22,15.6,13746.24,4,1.86,0,0,1.5,0,0,500,0,1,100.45466986113651,500,0,1,1,3,2.0,9.528593355673575,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
23,13.3,43636.32,8,1.62,1,0,1.6,8,256,0,0,0,165.6321180513006,256,1,0,0,5,3.0,10.683668026512203,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
24,15.6,35111.52,8,1.91,0,0,1.8,8,256,0,0,0,141.21199808219862,256,1,0,0,6,3.0,10.466313041010059,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
25,15.6,22305.1392,4,2.3,0,0,2.5,6,0,1024,0,0,100.45466986113651,1024,0,1,0,4,2.0,10.012617220008426,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
26,13.3,58554.72,8,1.35,0,0,1.6,0,0,0,128,0,127.67794013309688,128,0,0,0,5,3.0,10.977734058532482,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
27,15.6,42624.0,8,2.2,0,0,1.6,8,256,0,0,1,141.21199808219862,256,1,0,1,5,3.0,10.660196214585818,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
28,15.6,69157.44,8,1.88,0,0,1.9,8,512,0,0,0,141.21199808219862,512,1,0,0,6,3.0,11.14415538315185,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
29,17.3,47738.88,8,2.5,0,0,1.6,8,0,1024,0,1,127.33567457123111,1024,0,1,1,5,3.0,10.773522386274244,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
30,15.6,13053.0672,4,1.89,0,0,1.44,0,0,0,64,0,141.21199808219862,64,0,0,0,0,2.0,9.476855027029316,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
31,14.0,10602.72,2,1.65,0,0,1.5,0,0,0,32,1,111.93520355955211,32,0,0,1,3,1.0,9.268960161930154,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
32,17.3,23389.92,4,2.71,0,0,2.5,0,0,500,0,1,127.33567457123111,500,0,1,1,3,2.0,10.060103191853011,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
33,13.3,99580.32,16,1.2,1,0,1.8,8,512,0,0,0,276.053530085501,512,1,0,0,6,4.0,11.508729875782148,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
34,13.3,53173.44,8,1.35,0,0,1.6,0,0,0,256,0,127.67794013309688,256,0,0,0,5,3.0,10.881333108748292,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
35,14.0,13266.72,4,1.44,0,0,1.1,0,0,0,64,0,111.93520355955211,64,0,0,0,1,2.0,9.49308929643757,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
36,15.6,19553.76,4,2.1,0,0,2.7,7,0,1024,0,0,100.45466986113651,1024,0,1,0,4,2.0,9.88097401403836,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
37,17.3,52161.12,8,2.8,0,1,1.6,8,128,1024,0,1,127.33567457123111,1152,1,1,1,5,3.0,10.862111839946362,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
38,15.6,26037.4032,4,1.86,0,0,2.5,7,0,1024,0,0,100.45466986113651,1024,0,1,0,5,2.0,10.167327773397746,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
39,15.6,46833.12,8,2.1,0,0,1.6,8,256,0,0,1,141.21199808219862,256,1,0,1,5,3.0,10.754367276099781,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
40,15.6,20725.92,4,2.0,0,0,2.5,6,0,1024,0,0,141.21199808219862,1024,0,1,0,4,2.0,9.939188617449547,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
41,15.6,79866.72,16,2.65,0,1,2.8,7,256,1024,0,2,141.21199808219862,1280,1,1,1,6,4.0,11.288127045116099,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
42,15.6,27864.9072,8,2.3,0,0,2.5,7,0,1024,0,1,100.45466986113651,1024,0,1,1,5,3.0,10.235159256444781,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
43,15.6,36336.96,4,2.2,0,1,1.6,8,256,0,0,0,141.21199808219862,256,1,0,0,5,2.0,10.500618203885733,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
44,17.3,53226.72,12,2.77,1,0,1.6,8,0,1024,0,1,127.33567457123111,1024,0,1,1,5,3.584962500721156,10.882334592260529,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
45,13.3,75604.31999999999,8,1.37,0,1,2.0,0,256,0,0,0,226.98300468106115,256,1,0,0,5,3.0,11.233281930062116,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
46,15.6,19660.32,4,2.2,0,0,2.5,6,128,0,0,0,100.45466986113651,128,1,0,0,4,2.0,9.88640853285114,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
47,17.3,69210.72,8,3.2,0,0,2.5,0,256,1024,0,2,127.33567457123111,1280,1,1,1,5,3.0,11.14492549142712,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
48,15.6,34045.92,4,2.3,0,0,2.5,7,256,0,0,1,141.21199808219862,256,1,0,1,5,2.0,10.435494852273417,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
49,17.3,24828.48,4,2.8,0,0,1.1,0,0,1024,0,1,90.58340172449303,1024,0,1,1,2,2.0,10.11978693587454,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
50,10.1,16996.32,4,0.69,1,1,1.44,0,0,0,64,0,224.17380907857276,64,0,0,0,0,2.0,9.740810963551926,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
51,15.6,44808.48,8,2.2,0,1,1.8,8,256,0,0,2,141.21199808219862,256,1,0,1,6,3.0,10.7101750031603,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
52,15.6,21231.5472,4,1.86,0,0,2.5,0,256,0,0,1,141.21199808219862,256,1,0,1,3,2.0,9.963290528658876,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
53,13.3,58767.84,8,1.49,0,0,1.8,8,512,0,0,0,165.6321180513006,512,1,0,0,6,3.0,10.981367061450355,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
54,15.6,20459.52,4,2.4,0,0,2.4,7,0,1024,0,0,100.45466986113651,1024,0,1,0,4,2.0,9.92625245462742,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
55,15.6,40908.384,8,2.13,0,0,1.8,8,256,0,0,1,141.21199808219862,256,1,0,1,6,3.0,10.619114753366912,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
56,15.6,23389.92,4,1.91,0,0,2.5,6,128,0,0,0,141.21199808219862,128,1,0,0,4,2.0,10.060103191853011,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
57,15.6,31232.203200000004,4,2.0,0,0,2.5,7,256,0,0,0,100.45466986113651,256,1,0,0,5,2.0,10.34923701306093,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
58,17.3,130482.72,16,2.43,0,0,2.8,7,256,2048,0,3,127.33567457123111,2304,1,1,1,6,4.0,11.779003747004984,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
59,15.6,22111.2,4,2.0,0,0,2.5,6,256,0,0,0,141.21199808219862,256,1,0,0,4,2.0,10.00388477138901,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
60,17.3,69210.72,16,2.8,0,0,1.8,8,256,2048,0,1,127.33567457123111,2304,1,1,1,6,4.0,11.14492549142712,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
61,14.0,46833.12,8,1.7,0,0,1.6,8,256,0,0,0,157.3505121487356,256,1,0,0,5,3.0,10.754367276099781,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
62,14.0,31914.72,8,1.7,0,1,2.7,7,256,0,0,0,157.3505121487356,256,1,0,0,4,3.0,10.370853957360486,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
63,14.0,50136.48,8,1.4,0,0,1.6,8,256,0,0,0,157.3505121487356,256,1,0,0,5,3.0,10.822524111175213,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
64,15.6,36763.2,8,1.86,0,0,2.5,7,256,0,0,0,141.21199808219862,256,1,0,0,5,3.0,10.512279824567653,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
65,15.6,105654.24,16,1.8,0,0,2.8,7,512,0,0,2,141.21199808219862,512,1,0,1,6,4.0,11.567936619542625,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
66,15.6,23373.4032,4,1.86,0,0,2.5,6,0,500,0,1,100.45466986113651,500,0,1,1,4,2.0,10.05939682228015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
67,14.0,12201.12,4,1.44,0,0,1.6,0,32,0,0,0,111.93520355955211,32,1,0,0,1,2.0,9.409364986116808,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
68,15.6,29250.72,4,1.9,0,0,2.5,7,0,1024,0,0,141.21199808219862,1024,0,1,0,5,2.0,10.283693654349953,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
69,17.3,50562.72,12,3.0,0,0,2.8,7,0,1024,0,2,127.33567457123111,1024,0,1,1,6,3.584962500721156,10.830989602063529,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
70,13.5,58021.92,4,1.252,1,0,2.5,7,128,0,0,0,200.84255993695703,128,1,0,0,5,2.0,10.968593383882295,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
71,13.3,50882.4,8,1.4,0,1,1.8,8,256,0,0,1,165.6321180513006,256,1,0,1,6,3.0,10.837292019680758,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
72,15.6,46353.6,8,2.2,0,0,1.8,8,256,0,0,1,141.21199808219862,256,1,0,1,6,3.0,10.744075810945498,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
73,17.3,58341.6,8,2.7,0,0,2.5,7,128,1024,0,2,127.33567457123111,1152,1,1,1,5,3.0,10.974087808763938,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
74,14.0,20725.92,8,2.1,0,0,2.5,6,0,1024,0,0,111.93520355955211,1024,0,1,0,4,3.0,9.939188617449547,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
75,15.6,50562.72,8,2.2,0,0,2.8,7,0,1024,0,2,141.21199808219862,1024,0,1,1,6,3.0,10.830989602063529,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
76,15.6,27652.32,8,2.2,0,0,2.5,7,0,2048,0,0,141.21199808219862,2048,0,1,0,5,3.0,10.227501072075105,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
77,15.6,45554.4,8,2.02,0,0,1.8,8,128,1024,0,0,141.21199808219862,1152,1,1,0,6,3.0,10.726684446704295,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
78,15.6,28238.4,4,2.2,0,0,2.7,7,0,1024,0,2,141.21199808219862,1024,0,1,1,4,2.0,10.248473444922546,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
79,17.3,52054.56,8,2.5,0,0,1.6,8,128,1024,0,1,127.33567457123111,1152,1,1,1,5,3.0,10.86006688870326,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
80,15.6,58403.4048,8,1.88,0,1,1.6,8,256,0,0,0,141.21199808219862,256,1,0,0,5,3.0,10.975146590629556,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
81,12.0,80452.8,8,0.92,0,1,1.3,0,512,0,0,0,226.41554716935852,512,1,0,0,5,3.0,11.295438385612048,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
82,14.0,45820.8,8,1.63,0,0,1.6,8,256,0,0,0,157.3505121487356,256,1,0,0,5,3.0,10.732515239391274,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
83,15.6,21258.72,4,2.2,0,0,2.5,0,128,0,0,1,141.21199808219862,128,1,0,1,3,2.0,9.964569481536397,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
84,15.6,21045.6,4,2.1,0,0,2.5,0,0,1024,0,1,100.45466986113651,1024,0,1,1,3,2.0,9.954494305874713,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
85,15.6,71874.72,16,2.65,0,1,2.8,7,128,1024,0,2,141.21199808219862,1152,1,1,1,6,4.0,11.182693795440782,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
